id,tag,description,category_originale,thumbs_up,thumbs_down,type_expression,valence_emotionnelle,intensite,energie,physiologie,tonalite,dimension_temporelle
1545,[elastic],Flexible timing,Rhythm,4,1,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1762,[elated],Extremely happy,Emotion,9,2,emotion,positif,extreme,moyenne,non_applicable,non_applicable,non_applicable
1215,[electric drill],Sound of electric drill operating,Sound Effects,6,1,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
695,[electric hum],Speaker sounds like electric humming effect,Effects,7,2,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
527,[electro musical],Speaker sounds like they are in an electronic musical,Genre,9,3,genre_narratif,neutre,modere,moyenne,non_applicable,douce,non_applicable
1187,[elephant trumpet],Sound of elephant trumpeting,Sound Effects,14,4,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1386,[eloquent],Speaker speaks with beautiful expression,Styles,6,2,style_parole,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
1749,[embarrassed],"Self-conscious, awkward",Emotion,12,4,emotion,ambivalent,modere,moyenne,non_applicable,non_applicable,non_applicable
1074,[emotional block],Speaker conveys emotional block,Introspective,12,4,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1072,[emotional breakthrough],Speaker conveys an emotional breakthrough,Introspective,13,4,reflexif_interieur,neutre,modere,moyenne,non_applicable,dure,non_applicable
1075,[emotional honesty],Speaker conveys emotional honesty,Introspective,13,4,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1070,[emotional numbness],Speaker conveys emotional numbness,Introspective,15,4,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
657,[emotional outburst],Speaker has an emotional outburst,Dialogue,13,4,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1071,[emotional overload],Speaker conveys emotional overload,Introspective,14,4,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1073,[emotional release],Speaker conveys emotional release,Introspective,15,5,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1076,[emotional veil],Speaker conveys an emotional veil,Introspective,12,3,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1451,[emotional],Speaker speaks with feeling,Styles,5,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
30,[energetic afternoon],Speaker sounds vibrant and lively in the afternoon,Mood,14,4,humeur_tonale,positif,fort,tres_haute,non_applicable,non_applicable,matin
6,[energetic morning],Speaker sounds vibrant and full of energy in the morning,Mood,6,1,humeur_tonale,positif,fort,tres_haute,non_applicable,non_applicable,matin
403,[energetic narration],Speaker uses high-energy narrative style,Narrative,15,4,narration,neutre,fort,tres_haute,non_applicable,aigue,non_applicable
1334,[energetic],Speaker speaks with high energy,Styles,6,1,style_parole,positif,fort,tres_haute,non_applicable,aigue,non_applicable
1784,[energetic],Full of energy,Emotion,6,2,emotion,positif,fort,tres_haute,non_applicable,non_applicable,non_applicable
1689,[enthusiastic],Passionate excitement,Emotion,15,5,emotion,positif,fort,haute,non_applicable,non_applicable,non_applicable
1391,[enunciating],Speaker speaks with clear pronunciation,Styles,9,2,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1723,[envious],Wanting what others have,Emotion,9,2,emotion,ambivalent,modere,moyenne,non_applicable,non_applicable,non_applicable
921,[Environment irony],Speaker uses ironic humor based on the situation,Humor,12,3,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
443,[epic build-up],Speaker builds to epic climax,Narrative,7,2,narration,neutre,extreme,moyenne,non_applicable,non_applicable,non_applicable
473,[epic fantasy],Speaker sounds like they are in a grand fantasy adventure,Genre,9,2,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
536,[epic journey],Speaker sounds like they are on an epic journey,Genre,13,4,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
373,[epic saga tone],"Speaker uses grand, epic narrative style",Narrative,9,2,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
542,[espionage],Speaker sounds like they are in an espionage story,Genre,10,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1763,[euphoric],Intensely joyful,Emotion,10,2,emotion,positif,extreme,tres_haute,non_applicable,non_applicable,non_applicable
1425,[evasive],Speaker speaks to avoid direct answers,Styles,13,4,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
50,[evening dramatic],Speaker sounds intense and theatrical in the evening,Mood,7,2,humeur_tonale,neutre,extreme,moyenne,non_applicable,non_applicable,soir
44,[evening flirtatious],Speaker sounds charming and teasing in the evening,Mood,8,2,humeur_tonale,positif,modere,moyenne,non_applicable,non_applicable,soir
47,[evening mellow],Speaker sounds smooth and laid-back in the evening,Mood,6,2,humeur_tonale,neutre,modere,basse,douleur,douce,soir
49,[evening melodic],Speaker sounds musical and rhythmic in the evening,Mood,13,5,humeur_tonale,neutre,modere,moyenne,non_applicable,douce,soir
48,[evening philosophical],Speaker sounds deep and thoughtful in the evening,Mood,12,4,humeur_tonale,neutre,modere,moyenne,non_applicable,grave,soir
43,[evening playful],Speaker sounds fun and lighthearted in the evening,Mood,12,4,humeur_tonale,positif,subtil,moyenne,non_applicable,aigue,soir
41,[evening relaxed],Speaker sounds calm and at ease in the evening,Mood,15,4,humeur_tonale,neutre,modere,basse,non_applicable,non_applicable,soir
46,[evening spirited],Speaker sounds lively and enthusiastic in the evening,Mood,8,2,humeur_tonale,positif,modere,tres_haute,non_applicable,non_applicable,soir
45,[evening tired],Speaker sounds weary and exhausted in the evening,Mood,9,2,humeur_tonale,negatif,modere,basse,non_applicable,non_applicable,soir
42,[evening upbeat],Speaker sounds cheerful and positive in the evening,Mood,15,4,humeur_tonale,positif,modere,tres_haute,non_applicable,non_applicable,soir
1664,[eww],Revulsion sound,Vocal Effects,11,3,vocalisation_non_verbale,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
971,[exaggerated gasp],Speaker gasps dramatically for comedic effect,Humor,9,2,humour,neutre,fort,moyenne,respiration,non_applicable,non_applicable
652,[exasperated interjection],Speaker makes an exasperated interjection,Dialogue,12,4,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1686,[excited],Energetic enthusiasm,Emotion,5,2,emotion,positif,fort,tres_haute,non_applicable,non_applicable,non_applicable
1524,[exclamation pause],Emphasis break,Rhythm,15,5,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1043,[existential calm],Speaker conveys existential calm and acceptance,Introspective,9,2,reflexif_interieur,neutre,modere,basse,non_applicable,non_applicable,non_applicable
1041,[existential dread],Speaker conveys existential dread and anxiety,Introspective,7,2,reflexif_interieur,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1042,[existential wonder],Speaker conveys existential wonder and curiosity,Introspective,8,2,reflexif_interieur,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
719,[expander],Speaker sounds like expanded audio,Effects,6,2,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1511,[expansive],"Drawn-out, extended",Rhythm,6,1,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
427,[experimental narrative],Speaker uses unconventional narrative,Narrative,15,5,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
537,[exploration],Speaker sounds like they are exploring unknown territory,Genre,8,2,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1167,[explosion],Sound of explosive blast,Sound Effects,9,2,effet_sonore,neutre,extreme,tres_haute,non_applicable,non_applicable,non_applicable
1363,[explosive],Speaker speaks with sudden bursts,Styles,15,4,style_parole,neutre,extreme,tres_haute,non_applicable,non_applicable,non_applicable
1418,[extemporaneous],Speaker speaks off the cuff,Styles,12,4,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
332,[eye blink],Speaker sounds like they are blinking,Body States,7,2,etat_physique,neutre,modere,moyenne,visage,non_applicable,non_applicable
333,[eye roll],Speaker sounds like they are rolling their eyes,Body States,11,3,etat_physique,neutre,modere,moyenne,visage,non_applicable,non_applicable
376,[fable style],Speaker uses moral fable narrative tone,Narrative,4,1,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
477,[fable],Speaker sounds like they are telling a moral fable,Genre,6,2,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
196,[factory hum],Speaker sounds like they are in a factory with machinery,Environment,4,1,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
197,[factory machinery],Speaker sounds like they are hearing industrial machinery,Environment,14,4,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1452,[factual],Speaker speaks with just facts,Styles,7,2,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
249,[faint],Speaker sounds like they are about to faint,Body States,6,2,etat_physique,neutre,subtil,moyenne,sensation,non_applicable,non_applicable
1493,[faint],Barely audible delivery,Rhythm,15,5,rythme_tempo,neutre,subtil,moyenne,sensation,non_applicable,non_applicable
476,[fairy tale],Speaker sounds like they are in a fairy tale story,Genre,11,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
375,[fairytale style],Speaker uses classic fairytale narrative,Narrative,12,4,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
633,[falling clarity],Speaker becomes less clear as they speak,Dialogue,6,2,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
668,[falling echo],Speaker's echo falls in intensity,Dialogue,9,3,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1013,[false disclaimer],Speaker gives fake disclaimers for comedy,Humor,11,3,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
521,[family drama],Speaker sounds like they are in a family drama,Genre,12,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
551,[family-friendly fantasy],Speaker sounds like they are in family-friendly fantasy,Genre,12,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
469,[fantasy],Speaker sounds like they are in a fantasy setting,Genre,8,2,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
949,[fart joke],Speaker makes crude bodily function humor,Humor,12,4,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1587,[fart],Bodily gas sound,Vocal Effects,15,5,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1326,[fast speaking],Speaker talks rapidly,Styles,12,4,style_parole,neutre,modere,haute,non_applicable,non_applicable,rapide
706,[fast-mo],Speaker sounds like fast motion effect,Effects,15,4,effet_technique,neutre,modere,haute,non_applicable,non_applicable,rapide
439,[fast-paced narration],Speaker uses rapid narrative pace,Narrative,4,1,narration,neutre,modere,haute,non_applicable,non_applicable,rapide
1458,[fast],Quick speaking pace,Rhythm,15,6,rythme_tempo,neutre,modere,haute,non_applicable,non_applicable,rapide
1462,[faster],Increasing speed,Rhythm,13,4,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
767,[fax beep],Speaker sounds like fax machine beep,Effects,5,1,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1306,[fax machine],Sound of fax machine operating,Sound Effects,14,4,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1734,[fearful],"Afraid, scared",Emotion,8,2,emotion,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1279,[ferris wheel],Sound of ferris wheel turning,Sound Effects,8,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
270,[fidgeting],Speaker sounds like they are fidgeting,Body States,5,1,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
711,[filter sweep],Speaker sounds like filter sweep effect,Effects,10,3,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1199,[fire crackling],Sound of fire crackling,Sound Effects,15,5,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1281,[fireworks],Sound of fireworks exploding,Sound Effects,12,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
616,[firm affirmation],Speaker firmly affirms something,Dialogue,12,3,dialogue,neutre,fort,moyenne,non_applicable,non_applicable,non_applicable
618,[firm negation],Speaker firmly denies something,Dialogue,15,5,dialogue,neutre,fort,moyenne,non_applicable,non_applicable,non_applicable
490,[first contact],Speaker sounds like they are making first alien contact,Genre,8,2,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
364,[first-person narrative],Speaker tells story from first-person perspective,Narrative,13,5,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
720,[flanging],Speaker sounds like flanging effect,Effects,9,3,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1148,[flashback sigh],Speaker releases a flashback sigh,Introspective,9,2,reflexif_interieur,neutre,modere,moyenne,respiration,non_applicable,non_applicable
368,[flashback tone],Speaker narrates flashback sequences,Narrative,14,4,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1147,[flashback tone],Speaker speaks in a flashback tone,Introspective,6,2,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1146,[flashback whisper],Speaker whispers a flashback,Introspective,14,4,reflexif_interieur,neutre,subtil,moyenne,non_applicable,non_applicable,non_applicable
369,[flashforward tone],Speaker narrates future events,Narrative,5,1,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1789,[flirtatious],Playfully romantic,Emotion,15,4,emotion,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
998,[flirty joke],Speaker makes flirtatious humor,Humor,12,4,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1542,[floating],"Light, airy delivery",Rhythm,4,1,rythme_tempo,neutre,subtil,moyenne,non_applicable,aigue,non_applicable
1196,[flowing water],Sound of water flowing,Sound Effects,13,4,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1361,[flowing],Speaker speaks with smooth continuity,Styles,7,2,style_parole,neutre,modere,moyenne,non_applicable,douce,non_applicable
1382,[fluid],Speaker speaks with smooth flow,Styles,12,4,style_parole,neutre,modere,moyenne,non_applicable,douce,non_applicable
1515,[fluid],"Smooth, flowing delivery",Rhythm,8,2,rythme_tempo,neutre,modere,moyenne,non_applicable,douce,non_applicable
298,[flushed],Speaker sounds like they are flushed,Body States,15,4,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
1300,[flute trill],Sound of flute trilling,Sound Effects,9,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1259,[fly buzzing],Sound of fly buzzing,Sound Effects,5,1,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
25,[focused afternoon],Speaker sounds concentrated and attentive in the afternoon,Mood,10,3,humeur_tonale,neutre,modere,haute,non_applicable,non_applicable,matin
348,[focused glance],Speaker sounds like they are glancing with focus,Body States,9,3,etat_physique,neutre,modere,haute,sensation,non_applicable,non_applicable
1768,[focused],"Concentrated, attentive",Emotion,12,4,emotion,neutre,modere,haute,non_applicable,non_applicable,non_applicable
8,[foggy morning],Speaker sounds unclear and confused in the morning,Mood,15,5,humeur_tonale,neutre,modere,moyenne,non_applicable,non_applicable,matin
649,[foil interrupts],Opposing character interrupts,Dialogue,6,2,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
310,[foot ache],Speaker sounds like their feet are aching,Body States,4,1,etat_physique,negatif,modere,moyenne,douleur,non_applicable,non_applicable
229,[footsteps hallway],Speaker sounds like they are hearing hallway footsteps,Environment,6,2,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1191,[footsteps],Sound of footsteps walking,Sound Effects,13,4,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1379,[forced],Speaker speaks with obvious effort,Styles,15,4,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
466,[foreshadowing tone],Speaker hints at future events,Narrative,7,2,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
118,[forest dusk],Speaker sounds like they are in a forest at dusk,Environment,15,5,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,soir
117,[forest midday],Speaker sounds like they are in a forest at midday,Environment,4,1,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,matin
116,[forest morning],Speaker sounds like they are in a forest during morning,Environment,12,4,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,matin
119,[forest night],Speaker sounds like they are in a forest at night,Environment,10,3,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,nuit
1331,[formal],Speaker uses formal speaking style,Styles,5,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
428,[found footage style],Speaker uses discovered recording narrative,Narrative,8,2,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
233,[fountain ambient],Speaker sounds like they are near a water fountain,Environment,5,1,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
962,[fourth-wall break],Speaker breaks character for comedic effect,Humor,6,1,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1777,[fragile],"Delicate, easily hurt",Emotion,9,2,emotion,negatif,subtil,moyenne,douleur,non_applicable,non_applicable
1002,[friendly tease],Speaker teases in a friendly way,Humor,10,3,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1256,[frog ribbit],Sound of frog croaking,Sound Effects,9,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1718,[frustrated],"Blocked, hindered feeling",Emotion,4,1,emotion,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
201,[fuel station ambient],Speaker sounds like they are at a gas station,Environment,10,3,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
260,[full belly],Speaker sounds like they are full from eating,Body States,5,2,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
983,[fun fact aside],Speaker shares amusing trivia,Humor,6,1,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1721,[furious],Violently angry,Emotion,12,4,emotion,negatif,extreme,moyenne,non_applicable,non_applicable,non_applicable
1151,[future fear],Speaker conveys fear of the future,Introspective,6,1,reflexif_interieur,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1152,[future hope],Speaker conveys hope for the future,Introspective,8,2,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1153,[future reflection],Speaker reflects on the future,Introspective,13,4,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1154,[future uncertainty],Speaker conveys future uncertainty,Introspective,12,3,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1638,[gag],Throat reflex sound,Vocal Effects,12,3,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1614,[gah],Frustration exclamation,Vocal Effects,11,3,vocalisation_non_verbale,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
773,[gameboy voice],Speaker sounds like Game Boy audio,Effects,13,4,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
234,[garden birds],Speaker sounds like they are hearing birds in a garden,Environment,15,5,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1636,[gargle],Throat liquid sound,Vocal Effects,7,2,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
308,[gas pain],Speaker sounds like they have gas pain,Body States,13,4,etat_physique,negatif,modere,moyenne,douleur,non_applicable,non_applicable
1547,[gasp],Sharp intake of breath,Vocal Effects,7,2,vocalisation_non_verbale,neutre,modere,moyenne,respiration,aigue,non_applicable
1569,[gasping],Struggling for air,Vocal Effects,7,2,vocalisation_non_verbale,neutre,modere,moyenne,respiration,non_applicable,non_applicable
808,[gear shift],Speaker sounds like gear shifting,Effects,6,1,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1006,[geek joke],Speaker makes geeky humor references,Humor,6,1,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
653,[gentle interjection],Speaker makes a gentle interjection,Dialogue,15,5,dialogue,positif,subtil,moyenne,non_applicable,douce,lent
1351,[gentle],Speaker speaks softly and kindly,Styles,14,4,style_parole,positif,subtil,moyenne,non_applicable,douce,lent
1710,[gentle],"Kind, mild-mannered",Emotion,10,3,emotion,positif,subtil,moyenne,non_applicable,douce,lent
780,[ghost echo],Speaker sounds like ghostly echo effect,Effects,12,4,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
416,[ghost story tone],Speaker uses spooky ghost story narrative,Narrative,6,1,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
563,[ghost story],Speaker sounds like they are in a ghost story,Genre,15,4,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
181,[ghostly ambient],Speaker sounds like they are in a spooky atmosphere,Environment,8,2,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
931,[giggle fit],Speaker breaks into uncontrolled giggling,Humor,9,2,humour,positif,subtil,moyenne,non_applicable,non_applicable,non_applicable
1559,[giggle],"Light, playful laugh",Vocal Effects,9,3,vocalisation_non_verbale,positif,subtil,moyenne,non_applicable,aigue,non_applicable
1202,[glass breaking],Sound of glass shattering,Sound Effects,9,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
693,[glitch],Speaker sounds like digital glitch effect,Effects,7,2,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1270,[golf club swing],Sound of golf club swinging,Sound Effects,8,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
301,[goosebumps],Speaker sounds like they have goosebumps,Body States,4,1,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
503,[gothic horror],Speaker sounds like they are in a gothic horror setting,Genre,5,1,genre_narratif,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1443,[grammatical],Speaker speaks with correct grammar,Styles,11,3,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1288,[grandfather clock],Sound of grandfather clock chiming,Sound Effects,9,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
716,[granular],Speaker sounds like granular synthesis effect,Effects,4,1,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1683,[grateful],"Thankful, appreciative",Emotion,11,3,emotion,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
926,[groan joke],Speaker tells a joke that makes people groan,Humor,6,2,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1580,[groan],"Deep, strained sound",Vocal Effects,8,2,vocalisation_non_verbale,negatif,modere,moyenne,non_applicable,grave,non_applicable
4,[groggy morning],Speaker sounds sluggish and disoriented in the morning,Mood,13,4,humeur_tonale,neutre,modere,basse,non_applicable,non_applicable,matin
1068,[growing acceptance],Speaker conveys growing acceptance,Introspective,15,4,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1594,[growl],"Low, threatening sound",Vocal Effects,13,4,vocalisation_non_verbale,negatif,modere,moyenne,non_applicable,grave,non_applicable
1579,[grunt],"Short, rough sound",Vocal Effects,10,3,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,dure,non_applicable
1103,[guarded reflection],Speaker conveys guarded reflection,Introspective,7,2,reflexif_interieur,neutre,subtil,moyenne,non_applicable,non_applicable,non_applicable
1104,[guarded tone],Speaker speaks with a guarded tone,Introspective,6,2,reflexif_interieur,neutre,subtil,moyenne,non_applicable,non_applicable,non_applicable
1675,[guffaw],"Loud, hearty laugh",Vocal Effects,9,3,vocalisation_non_verbale,positif,fort,moyenne,non_applicable,non_applicable,non_applicable
1751,[guilty],"Remorseful, responsible",Emotion,8,2,emotion,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1293,[guitar strum],Sound of guitar being strummed,Sound Effects,6,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1548,[gulp],Swallowing sound,Vocal Effects,14,4,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1166,[gunshot],Sound of gunshot firing,Sound Effects,8,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
158,[gusting wind],Speaker sounds like they are experiencing gusting wind,Environment,15,5,environnement_acoustique,neutre,modere,non_applicable,douleur,non_applicable,non_applicable
1214,[hair dryer],Sound of hair dryer running,Sound Effects,7,1,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
302,[hair standing],Speaker sounds like their hair is standing up,Body States,15,4,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
1362,[halting],Speaker speaks with frequent stops,Styles,11,3,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1481,[halting],Stopping and starting,Rhythm,14,4,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1216,[hammer hitting],Sound of hammer hitting nail,Sound Effects,10,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
199,[hammering],Speaker sounds like they are hearing hammering sounds,Environment,6,2,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1676,[happy],"Joyful, positive mood",Emotion,12,4,emotion,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
165,[harbor],Speaker sounds like they are in a harbor environment,Environment,6,2,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
487,[hard sci-fi],Speaker sounds like they are in a realistic sci-fi world,Genre,12,4,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
496,[hard-boiled],Speaker sounds like they are in a hard-boiled detective story,Genre,4,1,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
737,[hard‑clip],Speaker sounds like hard clipped audio,Effects,12,4,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1299,[harmonica],Sound of harmonica playing,Sound Effects,5,1,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
726,[harmonizer],Speaker sounds like harmonizer effect,Effects,15,5,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
654,[harsh interjection],Speaker makes a harsh interjection,Dialogue,12,3,dialogue,negatif,modere,moyenne,non_applicable,dure,non_applicable
1350,[harsh],Speaker speaks with rough vocal quality,Styles,8,2,style_parole,negatif,modere,moyenne,non_applicable,dure,non_applicable
182,[haunted house],Speaker sounds like they are in a haunted house,Environment,13,4,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
781,[haunted reverb],Speaker sounds like haunted reverb effect,Effects,15,4,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
12,[hazy midday],Speaker sounds unclear and unfocused at midday,Mood,12,4,humeur_tonale,neutre,modere,haute,non_applicable,non_applicable,matin
331,[head tilt],Speaker sounds like they are tilting their head,Body States,11,3,etat_physique,neutre,modere,moyenne,douleur,non_applicable,non_applicable
276,[headache],Speaker sounds like they have a headache,Body States,12,4,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
246,[heart pounding],Speaker sounds like their heart is beating strongly,Body States,9,3,etat_physique,neutre,fort,moyenne,sensation,non_applicable,non_applicable
245,[heart racing],Speaker sounds like their heart is beating fast,Body States,5,1,etat_physique,neutre,modere,haute,sensation,non_applicable,rapide
